config,holdout_workload,case_id,workload,stressor,label,n_features,block_idx,block_start_s,block_end_s,score,pvalue,block_alert,persist_alert,threshold
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,44,44.0,104.0,0.0038204795397005567,0.30492285084496695,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,45,45.0,105.0,0.0038120404072574067,0.3056576047024247,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,46,46.0,106.0,0.003771209028669801,0.31373989713445993,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,47,47.0,107.0,0.0037576409347860854,0.31373989713445993,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,48,48.0,108.0,0.003814315926950281,0.3056576047024247,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,49,49.0,109.0,0.0038084942724018445,0.3071271124173402,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,50,50.0,110.0,0.003801861530395267,0.3085966201322557,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,51,51.0,111.0,0.0037832780255928665,0.3130051432770022,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,52,52.0,112.0,0.0037726418363304903,0.31373989713445993,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,53,53.0,113.0,0.0037637845513277058,0.31373989713445993,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,54,54.0,114.0,0.003750401478858397,0.3144746509919177,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,55,55.0,115.0,0.003729675259952085,0.316678912564291,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,56,56.0,116.0,0.003719164790606083,0.316678912564291,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,57,57.0,117.0,0.003724037720233455,0.316678912564291,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,58,58.0,118.0,0.0036869175768173496,0.3203526818515797,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,59,59.0,119.0,0.003686098709415807,0.3203526818515797,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,60,60.0,120.0,0.0036863738449213835,0.3203526818515797,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,61,61.0,121.0,0.0036831781137036034,0.32108743570903747,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,62,62.0,122.0,0.003694311791737925,0.3203526818515797,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,63,63.0,123.0,0.0036882095047534977,0.3203526818515797,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,64,64.0,124.0,0.0036902997886083216,0.3203526818515797,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,65,65.0,125.0,0.0036922107803444223,0.3203526818515797,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,66,66.0,126.0,0.0036963813263337355,0.3203526818515797,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,67,67.0,127.0,0.003701233045800645,0.319617927994122,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,68,68.0,128.0,0.0036888878654940628,0.3203526818515797,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,69,69.0,129.0,0.003687926579436572,0.3203526818515797,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,70,70.0,130.0,0.0036662669195930845,0.32549595885378396,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,71,71.0,131.0,0.003656966851999866,0.3262307127112417,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,72,72.0,132.0,0.0036626635570492757,0.32549595885378396,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,73,73.0,133.0,0.0036605092434565992,0.32549595885378396,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,74,74.0,134.0,0.003654242125812394,0.328434974283615,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,75,75.0,135.0,0.003656035308103524,0.32696546656869946,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,76,76.0,136.0,0.0036537334521730327,0.328434974283615,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,77,77.0,137.0,0.0036510752692146945,0.328434974283615,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,78,78.0,138.0,0.0036422732621891624,0.33063923585598826,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,79,79.0,139.0,0.003619891336462717,0.3328434974283615,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,80,80.0,140.0,0.0036082389148350525,0.3357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,81,81.0,141.0,0.003597336591437655,0.337252020573108,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,82,82.0,142.0,0.003599451730516394,0.337252020573108,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,83,83.0,143.0,0.0035842636300319657,0.33945628214548124,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,84,84.0,144.0,0.0035747038269982882,0.33945628214548124,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,85,85.0,145.0,0.003550143358597622,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,86,86.0,146.0,0.003538410884036131,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,87,87.0,147.0,0.0035187579259125957,0.346069066862601,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,88,88.0,148.0,0.0035251208443470286,0.34459955914768553,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,89,89.0,149.0,0.0035490781111451554,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,90,90.0,150.0,0.003563707603797442,0.34019103600293904,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,91,91.0,151.0,0.0035593707241221846,0.34019103600293904,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,92,92.0,152.0,0.00354924099438891,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,93,93.0,153.0,0.003541078148054747,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,94,94.0,154.0,0.0035373787557936823,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,95,95.0,155.0,0.00353193632338126,0.3423952975753123,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,96,96.0,156.0,0.0035303883865745412,0.34313005143277003,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,97,97.0,157.0,0.0035648497179515915,0.34019103600293904,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,98,98.0,158.0,0.003552123633309239,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,99,99.0,159.0,0.0035480720070084886,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,100,100.0,160.0,0.0035555815153712005,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,101,101.0,161.0,0.0035788514307807757,0.33945628214548124,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,102,102.0,162.0,0.003576904461510365,0.33945628214548124,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,103,103.0,163.0,0.0035854984687329755,0.3387215282880235,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,104,104.0,164.0,0.0035856981723333776,0.3387215282880235,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,105,105.0,165.0,0.0035866195426975346,0.3387215282880235,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,106,106.0,166.0,0.003597167451229081,0.337252020573108,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,107,107.0,167.0,0.003611095498826683,0.3357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,108,108.0,168.0,0.003541633164285503,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,109,109.0,169.0,0.0035394304779864175,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,110,110.0,170.0,0.003538699547565599,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,111,111.0,171.0,0.003539243575364418,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,112,112.0,172.0,0.003547037442279534,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,113,113.0,173.0,0.0035820477212958842,0.33945628214548124,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,114,114.0,174.0,0.00360932450601934,0.3357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,115,115.0,175.0,0.0036202636194196712,0.3328434974283615,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,116,116.0,176.0,0.003615437246808671,0.33357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,117,117.0,177.0,0.003613099425803173,0.334313005143277,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,118,118.0,178.0,0.00360563122472676,0.3357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,119,119.0,179.0,0.0035933485727154308,0.337252020573108,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,120,120.0,180.0,0.003599547772645059,0.337252020573108,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,121,121.0,181.0,0.003607869918281698,0.3357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,122,122.0,182.0,0.003597595759634477,0.337252020573108,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,123,123.0,183.0,0.003609974177280353,0.3357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,124,124.0,184.0,0.0036132012033975786,0.334313005143277,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,125,125.0,185.0,0.003606168873967798,0.3357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,126,126.0,186.0,0.0035959720862815247,0.337252020573108,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,127,127.0,187.0,0.0035845990114681033,0.3387215282880235,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,128,128.0,188.0,0.0035971315282609167,0.337252020573108,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,129,129.0,189.0,0.0035914335122588315,0.33798677443056574,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,130,130.0,190.0,0.0035982545834663897,0.337252020573108,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,131,131.0,191.0,0.0036162431568730552,0.33357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,132,132.0,192.0,0.0036067406745720356,0.3357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,133,133.0,193.0,0.003592147800655256,0.33798677443056574,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,134,134.0,194.0,0.003589989025246114,0.33798677443056574,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,135,135.0,195.0,0.0035708594902812314,0.33945628214548124,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,136,136.0,196.0,0.003568251763501849,0.34019103600293904,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,137,137.0,197.0,0.00357010898506362,0.33945628214548124,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,138,138.0,198.0,0.003570229783448584,0.33945628214548124,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,139,139.0,199.0,0.003565952613007498,0.34019103600293904,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,140,140.0,200.0,0.0035682628415376113,0.34019103600293904,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,141,141.0,201.0,0.003582139102024329,0.33945628214548124,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,142,142.0,202.0,0.0036060835995277186,0.3357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,143,143.0,203.0,0.0036154362101766756,0.33357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,144,144.0,204.0,0.0036114098963605434,0.3357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,145,145.0,205.0,0.003617663095298091,0.33357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,146,146.0,206.0,0.0036228664014948744,0.3328434974283615,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,147,147.0,207.0,0.003672878069108809,0.32255694342395297,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,148,148.0,208.0,0.0036552362611656343,0.32770022042615726,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,149,149.0,209.0,0.0036247199207496087,0.3328434974283615,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,150,150.0,210.0,0.0036161298798894417,0.33357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,151,151.0,211.0,0.0036165254515925192,0.33357825128581925,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,152,152.0,212.0,0.003620747641822463,0.3328434974283615,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,153,153.0,213.0,0.00362568669438823,0.3328434974283615,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,154,154.0,214.0,0.003642092432937302,0.33063923585598826,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,155,155.0,215.0,0.003638998046304706,0.33063923585598826,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,156,156.0,216.0,0.0036245985884503524,0.3328434974283615,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,157,157.0,217.0,0.0035925363330195394,0.33798677443056574,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,158,158.0,218.0,0.0035978500099307907,0.337252020573108,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,159,159.0,219.0,0.003602917342766529,0.33651726671565024,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,160,160.0,220.0,0.0035956178587796344,0.337252020573108,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,161,161.0,221.0,0.003572672568462268,0.33945628214548124,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,162,162.0,222.0,0.003565738467328503,0.34019103600293904,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,163,163.0,223.0,0.0035578910022057678,0.34019103600293904,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,164,164.0,224.0,0.0035474951920498013,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,165,165.0,225.0,0.0035397829388210114,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,166,166.0,226.0,0.0035335495309429966,0.3423952975753123,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,167,167.0,227.0,0.0035438834704121062,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,168,168.0,228.0,0.0035529353878456195,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,169,169.0,229.0,0.0035520536953893658,0.34166054371785454,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,170,170.0,230.0,0.0035586130307555374,0.34019103600293904,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,171,171.0,231.0,0.003569256876635846,0.34019103600293904,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,172,172.0,232.0,0.0035681951402018078,0.34019103600293904,0,0,0.012261957023743175
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,173,173.0,233.0,0.003549327884330454,0.34166054371785454,0,0,0.012261957023743175
