config,holdout_workload,case_id,workload,stressor,label,n_features,block_idx,block_start_s,block_end_s,score,pvalue,block_alert,persist_alert,threshold
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,60,60.0,90.0,0.007286792735825191,0.2802160702228224,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,61,61.0,91.0,0.007278597975001359,0.28089128966914245,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,62,62.0,92.0,0.007308037940729354,0.2775151924375422,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,63,63.0,93.0,0.00732105166618565,0.2775151924375422,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,64,64.0,94.0,0.007355132385804361,0.2734638757596219,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,65,65.0,95.0,0.007345392953502762,0.27413909520594193,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,66,66.0,96.0,0.007368386001897723,0.2714382174206617,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,67,67.0,97.0,0.007320126755623209,0.2775151924375422,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,68,68.0,98.0,0.007243713458666862,0.28156650911546255,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,69,69.0,99.0,0.00722884265737671,0.28291694800810263,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,70,70.0,100.0,0.00718170637013273,0.2849426063470628,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,71,71.0,101.0,0.0071486822761654386,0.2862930452397029,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,72,72.0,102.0,0.007122741259956137,0.28696826468602293,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,73,73.0,103.0,0.007099506513021773,0.28764348413234303,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,74,74.0,104.0,0.007065231572348037,0.2889939230249831,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,75,75.0,105.0,0.007046869827683463,0.29169480081026333,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,76,76.0,106.0,0.006994103542864767,0.299797434166104,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,77,77.0,107.0,0.0069525299049475586,0.3024983119513842,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,78,78.0,108.0,0.007108155756248921,0.28696826468602293,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,79,79.0,109.0,0.007059311399214092,0.2910195813639433,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,80,80.0,110.0,0.006999624219670127,0.2977717758271438,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,81,81.0,111.0,0.0069421572194810766,0.3024983119513842,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,82,82.0,112.0,0.006934875238311251,0.3024983119513842,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,83,83.0,113.0,0.00687269854932527,0.3065496286293045,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,84,84.0,114.0,0.006803980100659909,0.3106009453072249,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,85,85.0,115.0,0.006740413323379521,0.312626603646185,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,86,86.0,116.0,0.006693257448794111,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,87,87.0,117.0,0.00665279982658447,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,88,88.0,118.0,0.006662230448406751,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,89,89.0,119.0,0.006717898677118587,0.312626603646185,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,90,90.0,120.0,0.006722160892003192,0.312626603646185,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,91,91.0,121.0,0.006705259485133899,0.3146522619851452,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,92,92.0,122.0,0.006695023146352301,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,93,93.0,123.0,0.006658059683919188,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,94,94.0,124.0,0.006625033652334196,0.3187035786630655,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,95,95.0,125.0,0.0066278364462831075,0.3187035786630655,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,96,96.0,126.0,0.006604260611025167,0.3200540175557056,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,97,97.0,127.0,0.0066601484401030975,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,98,98.0,128.0,0.006679634297460378,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,99,99.0,129.0,0.006725422191524369,0.312626603646185,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,100,100.0,130.0,0.00671129589475426,0.31330182309250504,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,101,101.0,131.0,0.00670866217654429,0.31397704253882514,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,102,102.0,132.0,0.006755944322731797,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,103,103.0,133.0,0.006780328354597166,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,104,104.0,134.0,0.0067930372512937515,0.3106009453072249,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,105,105.0,135.0,0.006788376567758233,0.3106009453072249,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,106,106.0,136.0,0.006825096383709592,0.3099257258609048,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,107,107.0,137.0,0.006867697077131163,0.3065496286293045,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,108,108.0,138.0,0.006700055374963857,0.3153274814314652,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,109,109.0,139.0,0.006683108339221007,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,110,110.0,140.0,0.00669638275471666,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,111,111.0,141.0,0.006714202401541635,0.31330182309250504,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,112,112.0,142.0,0.0067179499149775165,0.312626603646185,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,113,113.0,143.0,0.006731851398683509,0.312626603646185,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,114,114.0,144.0,0.006777242258319655,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,115,115.0,145.0,0.006765137013185993,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,116,116.0,146.0,0.006767851115741178,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,117,117.0,147.0,0.006751847787051649,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,118,118.0,148.0,0.006749363874283935,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,119,119.0,149.0,0.0067607199292009125,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,120,120.0,150.0,0.00681280863065379,0.3106009453072249,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,121,121.0,151.0,0.006819315823614992,0.3099257258609048,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,122,122.0,152.0,0.0067901039297759355,0.3106009453072249,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,123,123.0,153.0,0.006795668418543126,0.3106009453072249,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,124,124.0,154.0,0.006801506501330545,0.3106009453072249,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,125,125.0,155.0,0.006778195052047811,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,126,126.0,156.0,0.006802227898651392,0.3106009453072249,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,127,127.0,157.0,0.006855942327623092,0.3085752869682647,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,128,128.0,158.0,0.006803135036696865,0.3106009453072249,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,129,129.0,159.0,0.006744542174769147,0.312626603646185,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,130,130.0,160.0,0.006785776595846068,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,131,131.0,161.0,0.00684114222721813,0.30925050641458474,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,132,132.0,162.0,0.006784574498666381,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,133,133.0,163.0,0.006782172664705429,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,134,134.0,164.0,0.006764052656695248,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,135,135.0,165.0,0.0067773539942323595,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,136,136.0,166.0,0.006752770428038974,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,137,137.0,167.0,0.0067521322208786,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,138,138.0,168.0,0.00672376809151285,0.312626603646185,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,139,139.0,169.0,0.006725279958150455,0.312626603646185,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,140,140.0,170.0,0.006696332260852249,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,141,141.0,171.0,0.006680114567409532,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,142,142.0,172.0,0.006692260885043274,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,143,143.0,173.0,0.00679027032597271,0.3106009453072249,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,144,144.0,174.0,0.006834611096471056,0.30925050641458474,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,145,145.0,175.0,0.006864934933666038,0.30790006752194465,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,146,146.0,176.0,0.006828037134983864,0.30925050641458474,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,147,147.0,177.0,0.006825276656855479,0.3099257258609048,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,148,148.0,178.0,0.006792302684491178,0.3106009453072249,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,149,149.0,179.0,0.006728065628059701,0.312626603646185,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,150,150.0,180.0,0.006697392922451145,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,151,151.0,181.0,0.006725138369173114,0.312626603646185,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,152,152.0,182.0,0.006724951505901345,0.312626603646185,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,153,153.0,183.0,0.006751896453489798,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,154,154.0,184.0,0.00675376500456837,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,155,155.0,185.0,0.006755812798245681,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,156,156.0,186.0,0.006706362772921657,0.3146522619851452,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,157,157.0,187.0,0.006618136414405526,0.3187035786630655,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,158,158.0,188.0,0.006688675393262728,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,159,159.0,189.0,0.006719455417975967,0.312626603646185,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,160,160.0,190.0,0.006691613045388194,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,161,161.0,191.0,0.006689696232191281,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,162,162.0,192.0,0.006709351123750422,0.31397704253882514,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,163,163.0,193.0,0.0066541993251637175,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,164,164.0,194.0,0.0066545038271186765,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,165,165.0,195.0,0.006598066420793787,0.3200540175557056,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,166,166.0,196.0,0.00660645859359028,0.3200540175557056,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,167,167.0,197.0,0.006607217507724682,0.3200540175557056,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,168,168.0,198.0,0.006636899174301995,0.31667792032410536,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,169,169.0,199.0,0.006623304508049771,0.3187035786630655,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,170,170.0,200.0,0.006660258795976775,0.31600270087778526,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,171,171.0,201.0,0.006704367577248,0.3146522619851452,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,172,172.0,202.0,0.006771866720510458,0.31195138419986496,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,173,173.0,203.0,0.006717228765638638,0.31330182309250504,0,0,0.021947335433716908
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,174,174.0,204.0,0.0066515001531470925,0.31600270087778526,0,0,0.021947335433716908
